job_url,job_title,department,source,extracted_timestamp
https://jobs.lever.co/matchgroup/ec8af789-7d7b-4c21-aad1-7dcc18fc3225,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/1c56d1c7-50b0-405d-bd6e-027b30b76509,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/5c73c6e6-a87c-4fda-ad06-25f0e21e421a,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/20ae111e-6f47-46cf-b525-4c56ab9551f6,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/1b4db7d3-2db5-4409-96d1-420301f0f3fa,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/edf90392-f93c-45b2-a492-d3aae7c0a822,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/4d89d695-13a6-4fb2-964c-607f7b4a7fc3,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/1c92739c-9e74-4c60-895e-5d2d5ed8f6f9,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/3e76c994-2299-4969-8083-2bf05389997c,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.437721
https://jobs.lever.co/matchgroup/fa2d4aa6-a31b-46f6-b38e-4e7fe30b1656,Apply,Full-time,lever_matchgroup,2026-03-20T22:07:31.448329
https://jobs.lever.co/matchgroup/aff4cec0-abaf-44bc-adfc-e99e740f5c3a,Apply,"Los Angeles, California",lever_matchgroup,2026-03-20T22:07:31.448835
https://jobs.lever.co/matchgroup/7503df39-49ec-4cda-90d5-9362d59949d6,Apply,"Los Angeles, California / Palo Alto, California",lever_matchgroup,2026-03-20T22:07:31.448835
